ESPH1705148347 ESPH1704373126 USAM0071494672
USAH0006334980 USAH0005341260 CANM0000273925
USAH0005341260 USAH0004388579 USAM0001210286
USAH0004388579 USAH0003743582 USAM0001017797
USAH0003743582 USAH0003720097 USAM0000856661
USAM0000856661 00000000000000 00000000000000
USAH0003720097 00000000000000 00000000000000
USAH0061765032 USAH0060123172 USAM0123586443
USAH0060123172 USAH0123869270 NLDM0839380546
USAH0123869270 USAH0015540298 USAM0002203306
USAM0002203306 USAH0014115091 USAM0002020049
USAH0014115091 USAH0012833833 USAM0001929410
USAH0012833833 USAH0011476627 USAM0001773417
USAH0011476627 USAH0010390170 USAM0001667366
USAH0010390170 USAH0009072664 USAM0001626813
USAH0009072664 USAH0008334165 USAM0001450228
USAH0008334165 USAH0006903455 USAM0001392858
USAH0006903455 USAH0005698086 USAM0001422022
USAM0001422022 USAH0004075307 USAM0001303103
USAM0001303103 USAH0002668477 USAM0000846425
USAH0002668477 00000000000000 00000000000000
USAH0004075307 USAH0003151900 USAM0001223904
USAH0003151900 00000000000000 00000000000000
USAH0005698086 USAH0004779381 USAM0001223904
USAH0004779381 USAH0004261060 USAM0001036327
USAM0001036327 00000000000000 00000000000000
USAH0004261060 USAH0003708992 CANM0000177484
CANM0000177484 CANH0000430605 CANM0000137532
USAH0003708992 00000000000000 00000000000000
USAH0015540298 USAH0014954696 USAM0002071864
USAH0014954696 USAH0012859769 USAM0001883228
USAH0012859769 USAH0010327835 USAM0001773417
USAH0010327835 USAH0009603937 USAM0001725714
USAH0009603937 USAH0008345875 USAM0001558270
USAM0001558270 XXXH0006214314 USAM0001381027
XXXH0006214314 USAH0003894850 USAM0001189870
USAH0008345875 USAH0007928407 USAM0001592936
USAM0001592936 USAH0006074330 USAM0001271810
USAH0006074330 USAH0003864746 USAM0001237057
USAH0007928407 USAH0006661831 USAM0001528331
USAM0001528331 USAH0005681430 USAM0001345041
USAH0005681430 USAH0003840436 CANM0000262728
USAH0006661831 USAH0006015577 USAM0001471681
USAM0001471681 USAH0005219428 USAM0001392774
USAH0005219428 USAH0004596886 USAM0001271595
USAM0001271595 USAH0003737803 USAM0000984267
USAH0003737803 USAH0002772991 USAM0000879145
USAH0002772991 00000000000000 00000000000000
USAH0004596886 USAH0004249304 USAM0001269391
USAH0004249304 USAH0003753799 USAM0001153740
USAM0001153740 USAH0003057676 USAM0001054406
USAM0001054406 USAH0001886304 00000000000000
USAH0001886304 00000000000000 00000000000000
USAH0003057676 00000000000000 00000000000000
USAH0003753799 USAH0002559407 USAM0001187486
USAM0001187486 USAH0002330784 USAM0000854210
USAH0002330784 00000000000000 00000000000000
USAH0002559407 00000000000000 00000000000000
USAH0006015577 USAH0005158381 USAM0001368382
USAM0001368382 USAH0003407449 USAM0001121323
USAM0001121323 USAH0001740767 USAM0000978751
USAH0003407449 USAH0002711532 USAM0000958782
USAM0000958782 00000000000000 00000000000000
USAH0002711532 00000000000000 00000000000000
USAH0005158381 USAH0004458665 USAM0001117039
USAH0004458665 00000000000000 00000000000000
ESPH1703941740 ESPH1703554439 CANM0007925737
ESPH1703554439 FRAH2953263000 FRAM3536375696
FRAM3536375696 FRAH3536375456 NLDM0288458773
NLDM0288458773 NLDH0141317243 NLDM0137409985
NLDM0137409985 NLDH0820575188 NLDM0959580420
NLDM0959580420 NLDH0953496950 USAM0001841248
USAM0001841248 USAH0008589641 USAM0001617266
USAH0008589641 USAH0007276380 USAM0001491007
USAH0007276380 CANH0001659871 CANM0000275932
CANH0001659871 CANH0001416624 CANM0000261465
CANM0000261465 CANH0000683231 CANM0000252295
CANM0000252295 CANH0000866978 CANM0000245796
CANM0000245796 00000000000000 00000000000000
CANH0000866978 00000000000000 00000000000000
CANH0000683231 CANH0000585824 CANM0000178374
CANM0000178374 00000000000000 CANM0000158224
CANM0000158224 00000000000000 00000000000000
CANH0000585824 00000000000000 00000000000000
CANH0001416624 CANH0001182412 CANM0000246359
CANM0000246359 USAH0002669796 USAM0000909839
CANH0001182412 CANH0001021319 00000000000000
CANH0001021319 00000000000000 00000000000000
NLDH0953496950 NLDH0951136201 USAM0001750102
USAM0001750102 USAH0009026508 USAM0001599069
USAH0009026508 USAH0008233556 USAM0001491007
USAH0008233556 USAH0007149536 USAM0001429395
USAM0001429395 USAH0004643806 CANM0000223366
USAH0004643806 CANH0001011045 CANM0000241954
CANH0001011045 00000000000000 00000000000000
USAH0007149536 USAH0005431488 USAM0001506865
USAM0001506865 USAH0004614696 USAM0001350414
USAM0001350414 USAH0003555057 USAM0001298430
USAH0003555057 USAH0002819730 USAM0001004795
USAM0001004795 00000000000000 00000000000000
USAH0002819730 00000000000000 00000000000000
USAH0004614696 USAH0003807776 USAM0001024453
USAH0003807776 USAH0003386510 USAM0001167507
USAM0001167507 USAH0002539358 USAM0000895911
USAH0002539358 00000000000000 00000000000000
USAH0003386510 USAH0002949171 USAM0001032567
USAM0001032567 00000000000000 00000000000000
USAH0002949171 00000000000000 00000000000000
USAH0005431488 USAH0003577279 USAM0001244845
USAH0003577279 00000000000000 00000000000000
NLDH0951136201 NLDH0402756396 USAM0001629391
NLDH0402756396 NLDH00EB600312 NLDM0003-70487
NLDM0003-70487 00000000000000 NLDM0003-23386
NLDM0003-23386 00000000000000 NLDM000-851867
NLDM000-851867 00000000000000 00000000000000
NLDH00EB600312 00000000000000 00000000000000
NLDH0820575188 USAH0013493468 USAM0002020049
USAH0013493468 USAH0012917769 USAM0001879085
USAH0012917769 USAH0010724073 USAM0001806201
USAH0010724073 USAH0009563497 USAM0001647360
USAM0001647360 USAH0006913346 USAM0001471956
USAH0006913346 USAH0006246852 USAM0001495755
USAM0001495755 CANH0000580943 CANM0000254351
CANM0000254351 00000000000000 00000000000000
USAH0006246852 USAH0005458078 USAM0001397517
USAH0005458078 USAH0005202841 USAM0001170426
USAH0005202841 CANH0000940341 CANM0000249838
CANM0000249838 CANH0000737853 CANM0000212300
CANH0000940341 00000000000000 00000000000000
USAH0009563497 USAH0009097783 USAM0001491007
USAH0009097783 USAH0006623260 USAM0001454671
USAH0006623260 USAH0005209030 USAM0001049547
USAH0005209030 USAH0004662905 USAM0001151349
USAH0004662905 USAH0003567839 USAM0001081270
USAM0001081270 00000000000000 00000000000000
USAH0003567839 USAH0003068262 USAM0000857269
USAH0003068262 00000000000000 00000000000000
NLDH0141317243 NLDH0846687795 NLDM0460508522
NLDH0846687795 NLDH0316419187 NLDM0456911499
NLDM0456911499 NLDH0451388201 FRAM4478049977
NLDH0451388201 NLDH0990017750 USAM0001650414
NLDH0990017750 00000000000000 00000000000000
FRAH3536375456 FRAH6536375152 USAM0017064727
FRAH6536375152 00000000000000 00000000000000
FRAH2953263000 FRAH2953262484 ITAM00EE11506X
FRAH2953262484 FRAH2994025459 NLDM0817118754
NLDM0817118754 USAH0013422687 USAM0002020049
USAH0013422687 USAH0011730637 USAM0001879085
FRAH2994025459 00000000000000 00000000000000
ESPH1705292214 ESPH1704532821 840M3132353434
ESPH1704532821 ESPH1704236943 USAM0072436632
ESPH1704236943 ESPH1703306259 CANM0007925737
ESPH1703306259 ESPH1703026682 ITAM6000030963
ESPH1703026682 ESPH1702962608 USAM0130588960
USAM0130588960 USAH0120536177 USAM0002290977
USAH0120536177 USAH0015420695 CANM0005470579
USAH0015420695 USAH0013994856 USAM0002071864
USAH0013994856 USAH0013275885 USAM0001929410
USAH0013275885 USAH0010830144 USAM0001842389
USAH0010830144 USAH0009011577 USAM0001650414
USAH0009011577 USAH0008241910 USAM0001491007
USAH0008241910 USAH0006360566 USAM0001428104
USAH0006360566 USAH0005265593 USAM0001432023
USAM0001432023 USAH0004176116 USAM0001144239
USAH0004176116 USAH0002898268 USAM0001030195
USAM0001030195 00000000000000 00000000000000
USAH0002898268 00000000000000 00000000000000
USAH0005265593 USAH0004101908 USAM0001245390
USAM0001245390 USAH0003223576 USAM0001109640
USAM0001109640 USAH0002579688 USAM0000970204
USAM0000970204 00000000000000 00000000000000
USAH0003223576 USAH0002873246 USAM0001024453
USAH0002873246 00000000000000 00000000000000
USAH0004101908 USAH0003496234 USAM0001204749
USAM0001204749 CANH0000596264 USAM0000903193
USAM0000903193 00000000000000 00000000000000
CANH0000596264 00000000000000 00000000000000
USAH0003496234 USAH0003001518 USAM0001021878
USAM0001021878 00000000000000 00000000000000
USAH0003001518 00000000000000 00000000000000
ESPH1702962608 ITAH9990012842 ITAM3000008935
ITAM3000008935 ITAH2403000769 ITAM6001001962
ITAH2403000769 ITAH2402029503 USAM0002103297
ITAH2402029503 ITAH2402014940 USAM0002020049
ITAH2402014940 ITAH2401034047 USAM0001905732
USAM0001905732 USAH0009596367 USAM0001667366
USAH0009596367 USAH0008103804 USAM0001556373
USAH0008103804 USAH0006919198 USAM0001470014
USAM0001470014 USAH0004546976 USAM0001252985
USAH0006919198 USAH0006045868 USAM0001292880
USAH0006045868 USAH0004661426 USAM0001380945
USAM0001380945 USAH0002711356 USAM0001305460
USAH0002711356 00000000000000 00000000000000
USAH0004661426 USAH0003929396 USAM0001024453
USAH0003929396 00000000000000 00000000000000
ITAH2401034047 ITAH2401012973 ITAM0901033986
ITAM0901033986 ITAH0900040107 CANM0000282293
ITAH0900040107 CANH0002329627 USAM0001428104
CANH0002329627 CANH0002108225 USAM0001459996
CANH0002108225 CANH0001344267 CANM0000291575
ITAH2401012973 ITAH2401004631 ITAM2400048044
ITAM2400048044 ITAH1101017639 CANM0000318389
CANM0000318389 CANH0001956187 00000000000000
CANH0001956187 CANH0001752749 CANM0000283099
CANM0000283099 CANH0001085334 CANM0000198998
CANH0001752749 00000000000000 CANM0000252803
ITAH1101017639 ITAH1100202992 ITAM1100020157
ITAM1100020157 CANH0001353647 CANM0000295608
CANM0000295608 CANH0001784772 CANM0000283100
CANM0000283100 CANH0001085334 CANM0000198998
CANH0001784772 USAH0004220348 USAM0001124915
USAM0001124915 USAH0002734741 USAM0000955606
USAM0000955606 00000000000000 00000000000000
USAH0004220348 USAH0002734741 USAM0001007680
CANH0001353647 00000000000000 00000000000000
ITAH1100202992 00000000000000 00000000000000
ITAH2401004631 ITAH2400039518 ITAM1101020486
ITAM1101020486 ITAH1100039333 ITAM1100045430
ITAM1100045430 ITAH1130037082 ITAM1100038476
ITAM1100038476 00000000000000 00000000000000
ITAH1130037082 00000000000000 00000000000000
ITAH1100039333 ITAH1130038625 ITAM1100038476
ITAH1130038625 00000000000000 00000000000000
ITAH2400039518 ITAH2400031632 ITAM1200038931
ITAM1200038931 00000000000000 00000000000000
ITAH2400031632 00000000000000 00000000000000
ITAH9990012842 ITAH9500058183 ITAM1312033710
ITAM1312033710 ITAH1309010904 USAM0002012343
USAM0002012343 USAH0010494902 USAM0001806201
USAH0010494902 USAH0008163307 USAM0001650414
USAH0008163307 USAH0006874372 USAM0001450228
USAH0006874372 USAH0006117206 USAM0001468034
USAM0001468034 USAH0004670990 CANM0000264804
USAH0004670990 CANH0001045826 USAM0001024453
CANH0001045826 00000000000000 00000000000000
USAH0006117206 USAH0004843014 USAM0001299241
USAM0001299241 USAH0002734739 CANM0000198998
USAH0002734739 00000000000000 00000000000000
USAH0004843014 USAH0004268264 USAM0001196645
USAH0004268264 00000000000000 00000000000000
ITAH1309010904 ITAH1307041626 USAM0001929410
ITAH1307041626 ITAH1303049164 USAM0001841366
ITAH1303049164 CANH0003180587 USAM0001578139
CANH0003180587 CANH0002988093 CANM0000317523
CANM0000317523 USAH0005596381 CANM0000267150
USAH0005596381 USAH0004597119 USAM0001385225
USAM0001385225 CANH0000869688 USAM0001305460
CANH0000869688 CANH0000715518 CANM0000205331
CANM0000205331 00000000000000 00000000000000
CANH0000715518 00000000000000 00000000000000
USAH0004597119 USAH0003379462 USAM0001227779
USAM0001227779 USAH0003108953 CANM0000231051
USAH0003108953 00000000000000 00000000000000
USAH0003379462 USAH0002813311 USAM0001009648
USAM0001009648 00000000000000 00000000000000
USAH0002813311 00000000000000 00000000000000
CANH0002988093 CANH0002516942 CANM0000320891
CANH0002516942 CANH0002281103 CANM0000308691
CANH0002281103 CANH0001472539 CANM0000293895
CANM0000293895 CANH0001698141 CANM0000260599
CANH0001698141 CANH0001194066 CANM0000267150
CANH0001194066 CANH0000906198 CANM0000228078
CANM0000228078 CANH0000526944 CANM0000155159
CANH0000526944 CANH0000425946 CANM0000122443
CANH0000425946 00000000000000 00000000000000
CANH0000906198 CANH0000471812 CANM0000196291
CANM0000196291 00000000000000 00000000000000
CANH0000471812 00000000000000 00000000000000
CANH0001472539 CANH0000972502 CANM0000254293
CANM0000254293 CANH0000513326 CANM0000226560
CANM0000226560 CANH0000473427 CANM0000135583
CANH0000972502 00000000000000 00000000000000
ITAH9500058183 ITAH1122003411 USAM0002156124
USAM0002156124 USAH0012777158 USAM0001983348
USAH0012777158 USAH0011203426 USAM0001806201
ITAH1122003411 00000000000000 00000000000000
ESPH1705215807 ESPH1704532823 USAM0071494672
ESPH1704532823 ESPH1704236955 USAM0072436632
ESPH1704236955 ESPH1703441383 CANM0007925737
ESPH1703441383 ESPH1703138721 USAM0062085114
USAM0062085114 USAH0061091527 USAM0122358313
USAH0061091527 CANH0009196049 CANM0006595344
CANH0009196049 CANH0009095217 USAM0002249055
CANH0009095217 CANH0006733759 USAM0002203306
CANH0006733759 USAH0015374130 USAM0002103297
USAH0015374130 USAH0014734125 USAM0002055652
ESPH1703138721 ESPH1702960977 USAM0060000299
ESPH1702960977 FRAH2224611240 FRAM2929783739
FRAM2929783739 FRAH2916825655 USAM0017367125
FRAH2916825655 FRAH2997000903 NLDM0839380546
FRAH2997000903 FRAH3595000360 FRAM2991000305
FRAM2991000305 FRAH2987038678 USAM0001964484
FRAH2987038678 FRAH2983040876 USAM0001811374
USAM0001811374 USAH0008553347 USAM0001583197
USAH0008553347 USAH0007478257 USAM0001516360
USAH0007478257 USAH0006861373 USAM0001389471
USAH0006861373 USAH0005834864 USAM0001282596
USAH0005834864 USAH0005147602 USAM0001085978
USAH0005147602 USAH0004625508 USAM0001179372
USAH0004625508 USAH0004412286 USAM0001179373
USAH0004412286 USAH0003917196 USAM0001001512
USAH0003917196 00000000000000 00000000000000
FRAH2983040876 FRAH2981020081 USAM0001617266
FRAH2981020081 FRAH0171040715 USAM0001630251
FRAH0171040715 CANH0001861505 CANM0000300428
CANM0000300428 CANH0001702275 CANM0000275932
CANH0001702275 CANH0001505628 CANM0000267150
CANH0001505628 CANH0001175204 CANM0000241376
CANM0000241376 CANH0001018137 USAM0000981360
CANH0001018137 USAH0002546533 00000000000000
USAH0002546533 00000000000000 00000000000000
CANH0001175204 00000000000000 00000000000000
CANH0001861505 CANH0001429164 CANM0000273586
CANM0000273586 CANH0001173808 CANM0000264635
CANM0000264635 CANH0000675902 USAM0001265747
USAM0001265747 USAH0003092126 USAM0001152252
USAH0003092126 00000000000000 00000000000000
CANH0000675902 CANH0000533525 CANM0000173195
CANM0000173195 CANH0000423696 CANM0000143943
CANH0000423696 00000000000000 00000000000000
CANH0000533525 CANH0000416249 CANM0000132854
CANM0000132854 CANH0000320340 CANM0000117288
CANM0000117288 USAH0001341341 USAM0000629472
USAH0001341341 USAH0000869445 USAM0000291065
USAH0000869445 00000000000000 00000000000000
CANH0000320340 00000000000000 00000000000000
CANH0000416249 00000000000000 00000000000000
CANH0001173808 CANH0000939384 CANM0000241933
CANH0000939384 CANH0000658416 CANM0000198998
CANH0000658416 00000000000000 00000000000000
CANH0001429164 00000000000000 CANM0000250585
CANM0000250585 CANH0000827528 CANM0000205583
CANM0000205583 CANH0000576073 USAM0000885587
CANH0000576073 CANH0000382914 CANM0000137532
CANH0000827528 CANH0000601019 CANM0000197105
CANM0000197105 CANH0000422817 CANM0000155159
CANH0000422817 CANH0000307624 CANM0000110955
CANH0000307624 CANH0000165723 CANM0000099201
CANH0000165723 00000000000000 00000000000000
CANH0000601019 00000000000000 00000000000000
FRAH3595000360 USAH0014228803 USAM0002073505
USAM0002073505 USAH0011895858 USAM0001829881
FRAH2224611240 FRAH2224611129 FRAM2292002618
FRAH2224611129 FRAH2295010349 FRAM5092070985
FRAM5092070985 FRAH5090044805 USAM0001929410
FRAH5090044805 FRAH2284031006 FRAM4483049978
FRAH2284031006 FRAH2282024975 USAM0001699493
USAM0001699493 USAH0008092590 USAM0001537060
USAH0008092590 USAH0006530064 USAM0001544708
USAM0001544708 USAH0004767940 USAM0001347940
USAH0004767940 USAH0004054798 USAM0001085978
USAH0004054798 USAH0003528837 USAM0000929962
USAH0003528837 00000000000000 00000000000000
USAH0006530064 USAH0004895117 USAM0001326163
USAM0001326163 USAH0003813484 USAM0000923749
USAH0003813484 USAH0002887773 USAM0000956081
USAH0002887773 00000000000000 00000000000000
USAH0004895117 USAH0004234317 USAM0001028123
USAM0001028123 00000000000000 00000000000000
USAH0004234317 USAH0002984750 USAM0000905683
USAH0002984750 00000000000000 00000000000000
FRAH2282024975 FRAH2278008059 USAM0001650414
FRAH2278008059 FRAH2274016057 FRAM2975046018
FRAM2975046018 USAH0007443260 USAM0001392858
USAH0007443260 USAH0006061046 USAM0001483844
USAH0006061046 USAH0004231120 USAM0001283917
USAH0004231120 USAH0002429885 USAM0001221548
USAM0001221548 USAH0003600032 USAM0001057739
USAH0003600032 USAH0002429884 USAM0001089333
USAM0001089333 00000000000000 00000000000000
USAH0002429884 00000000000000 00000000000000
USAH0002429885 00000000000000 00000000000000
FRAH2274016057 FRAH5671141482 FRAM5165040042
FRAM5165040042 CANH0001319817 CANM0000218036
CANH0001319817 CANH0001155491 CANM0000249530
CANH0001155491 00000000000000 00000000000000
FRAH5671141482 CANH0001865542 CANM0000276164
CANM0000276164 CANH0001230750 CANM0000226198
CANM0000226198 CANH0000485236 CANM0000203086
CANH0000485236 00000000000000 00000000000000
CANH0001230750 CANH0000729227 CANM0000233528
CANH0001865542 CANH0001162839 CANM0000276933
CANM0000276933 USAH0002877442 USAM0001188731
USAH0002877442 00000000000000 00000000000000
CANH0001162839 CANH0000957729 00000000000000
CANH0000957729 00000000000000 00000000000000
FRAH2295010349 00000000000000 00000000000000
ESPH1705212686 ESPH1704532828 USAM0071494672
ESPH1704532828 ESPH1704236961 USAM0072436632
ESPH1704236961 ESPH1703759119 USAM0065367561
USAM0065367561 USAH0136012191 GBRM0000598172
USAH0136012191 USAH0207184095 USAM0122358313
USAH0207184095 CANH0006931116 ITAM6001001962
CANH0006931116 USAH0014524115 CANM0005470579
ESPH1703759119 ESPH1703441380 USAM0136518941
ESPH1703441380 ESPH1702959691 USAM0132816001
ESPH1702959691 FRAH3568402521 FRAM3596064859
FRAM3596064859 NLDH0774031248 NLDM0776437936
NLDM0776437936 USAH0012905361 USAM0001929410
USAH0012905361 USAH0011064707 USAM0001697572
NLDH0774031248 NLDH0509799690 NLDM0311651443
NLDH0509799690 NLDH0506376894 NLDM0310218418
NLDM0310218418 NLDH0308134599 USAM0001723741
NLDH0308134599 NLDH0300485280 USAM0001537886
USAM0001537886 USAH0006062169 USAM0001493686
USAH0006062169 USAH0004735050 USAM0001399283
USAM0001399283 USAH0002821916 USAM0001189870
USAH0002821916 00000000000000 USAM0000769170
USAH0004735050 USAH0004303011 USAM0001289973
USAM0001289973 USAH0003229151 USAM0001208213
USAH0003229151 USAH0002934702 USAM0001036675
USAM0001036675 00000000000000 00000000000000
USAH0002934702 00000000000000 00000000000000
USAH0004303011 USAH0002952206 USAM0001234608
USAM0001234608 USAH0002868303 USAM0001150556
USAM0001150556 USAH0002314456 USAM0000901195
USAH0002868303 00000000000000 00000000000000
USAH0002952206 00000000000000 00000000000000
NLDH0300485280 NLDH00BB566819 USAM0001491007
NLDH00BB566819 00000000000000 00000000000000
NLDH0506376894 NLDH0502490044 USAM0001799372
USAM0001799372 USAH0009078026 USAM0001638035
USAH0009078026 USAH0007611495 USAM0001399824
USAH0007611495 USAH0006508147 USAM0001538732
USAM0001538732 USAH0005891688 USAM0001355784
USAH0005891688 USAH0005430915 USAM0001244845
USAH0005430915 USAH0004410789 USAM0001196645
USAH0004410789 00000000000000 00000000000000
USAH0006508147 USAH0004803604 USAM0001388255
USAM0001388255 USAH0002980773 USAM0001126392
USAH0002980773 00000000000000 00000000000000
USAH0004803604 USAH0003909403 USAM0001271122
USAM0001271122 USAH0003417592 USAM0001196645
USAH0003417592 00000000000000 00000000000000
USAH0003909403 USAH0003518495 USAM0001198049
USAM0001198049 USAH0003342600 USAM0001136810
USAM0001136810 USAH0002616899 USAM0001076231
USAM0001076231 00000000000000 00000000000000
USAH0003342600 USAH0002845668 USAM0001076231
USAH0002845668 00000000000000 00000000000000
USAH0003518495 USAH0002988879 USAM0001099024
USAM0001099024 00000000000000 00000000000000
USAH0002988879 00000000000000 00000000000000
NLDH0502490044 NLDH00MF710030 NLDM000011-147
NLDM000011-147 USAH0005794464 USAM0001450228
USAH0005794464 USAH0003922956 USAM0001189870
USAH0003922956 USAH0003530608 CANM0000189101
USAH0003530608 USAH0003073495 USAM0000880723
USAM0000880723 00000000000000 00000000000000
USAH0003073495 00000000000000 00000000000000
NLDH00MF710030 NLDH00EA588309 NLDM0001-70219
NLDM0001-70219 00000000000000 00000000000000
NLDH00EA588309 00000000000000 00000000000000
FRAH3568402521 FRAH3535381736 FRAM3556861926
FRAM3556861926 USAH0127742393 USAM0002294436
USAH0127742393 USAH0017340268 USAM0002183007
USAH0017340268 USAH0015904026 USAM0002163822
USAH0015904026 USAH0014580254 USAM0002103297
USAH0014580254 USAH0013387173 USAM0001841366
USAH0013387173 USAH0011039415 USAM0001874274
USAM0001874274 USAH0009311697 USAM0001697572
FRAH3535381736 FRAH3594046070 FRAM3590029787
FRAM3590029787 USAH0011991519 USAM0001929410
USAH0011991519 USAH0011131617 USAM0001697572
USAH0011131617 USAH0009494863 USAM0001667366
USAH0009494863 USAH0008629221 USAM0001491007
USAH0008629221 USAH0006701307 USAM0001450228
USAH0006701307 USAH0006279012 USAM0001458744
USAH0006279012 USAH0005847881 USAM0001215402
USAH0005847881 USAH0004964691 USAM0001189870
USAH0004964691 USAH0003329174 USAM0001109864
USAH0003329174 USAH0003005442 USAM0000857269
USAH0003005442 00000000000000 00000000000000
FRAH3594046070 00000000000000 00000000000000
ESPH1705386586 ESPH1704618489 840M3139888016
ESPH1704618489 ESPH1704231607 CANM0011596136
ESPH1704231607 ESPH1703941746 USAM0070477026
ESPH1703941746 ESPH1703437612 CANM0007925737
ESPH1703437612 00000000000000 00000000000000
ESPH1705214539 ESPH1704618489 840M3132353434
ESPH1705292239 ESPH1704526545 840M3200824757
ESPH1704526545 ESPH1704127140 USAM0072436632
ESPH1704127140 ESPH1703844109 USAM0070477026
ESPH1703844109 ESPH1703551142 USAM0062942427
USAM0062942427 USAH0060508495 GBRM0000598172
USAH0060508495 USAH0125077934 USAM0002290977
USAH0125077934 USAH0015290030 USAM0002183007
USAH0015290030 USAH0014480809 USAM0002166590
USAM0002166590 USAH0013578069 USAM0001983348
USAH0013578069 USAH0012859769 USAM0001856904
USAH0014480809 USAH0013658094 USAM0001891196
USAM0001891196 USAH0010301686 USAM0001667366
USAH0013658094 USAH0012510561 USAM0001844348
USAM0001844348 USAH0008486254 USAM0001556373
USAH0008486254 USAH0007517856 USAM0001516360
USAH0007517856 USAH0006416229 USAM0001510684
USAM0001510684 USAH0004820039 USAM0001071565
USAH0004820039 USAH0004704457 USAM0001292915
USAH0004704457 USAH0003303051 USAM0001194033
USAH0003303051 USAH0002754364 USAM0000889181
USAH0002754364 00000000000000 00000000000000
USAH0006416229 USAH0005312798 USAM0001449678
USAM0001449678 USAH0004214632 USAM0001282185
USAH0004214632 USAH0003611980 USAM0001063381
USAH0003611980 USAH0002906102 USAM0001063381
USAH0002906102 00000000000000 00000000000000
USAH0005312798 USAH0004385866 USAM0001188528
USAM0001188528 USAH0002892873 USAM0000915940
USAH0004385866 USAH0003378124 USAM0001011980
USAH0003378124 USAH0001981536 USAM0001005997
USAM0001005997 00000000000000 00000000000000
USAH0001981536 00000000000000 00000000000000
USAH0012510561 USAH0010843575 USAM0001944590
USAM0001944590 USAH0010881496 USAM0001724657
USAH0010881496 USAH0009328242 USAM0001629385
USAH0009328242 USAH0008497591 USAM0001672732
USAM0001672732 USAH0007593572 USAM0001392858
USAH0007593572 USAH0005841679 USAM0001410387
USAH0005841679 USAH0004678249 USAM0001399902
USAM0001399902 USAH0004309237 USAM0001246708
USAH0004309237 USAH0002992135 USAM0001038118
USAH0002992135 00000000000000 00000000000000
USAH0004678249 00000000000000 00000000000000
USAH0008497591 USAH0007844756 USAM0001520162
USAH0007844756 USAH0006280081 USAM0001537570
USAH0006280081 USAH0004444321 USAM0001407266
USAM0001407266 USAH0003742261 USAM0001189870
USAH0003742261 USAH0002906101 USAM0001063381
USAH0002906101 00000000000000 00000000000000
USAH0004444321 USAH0003414844 USAM0000889181
USAH0003414844 USAH0002409068 USAM0000867412
USAH0002409068 00000000000000 00000000000000
USAH0010843575 USAH0010399898 USAM0001633540
USAM0001633540 USAH0007014902 USAM0001450228
USAH0007014902 USAH0006222591 CANM0000266543
USAH0006222591 USAH0004998873 USAM0001303198
USAH0004998873 USAH0003877325 USAM0001306477
USAM0001306477 USAH0003221337 CANM0000198998
USAH0003877325 USAH0003179351 USAM0000845747
USAH0003179351 00000000000000 00000000000000
USAH0010399898 CANH0002314992 CANM0000289318
CANM0000289318 CANH0001524253 CANM0000275932
CANH0001524253 CANH0001262108 CANM0000255163
CANH0001262108 CANH0000869578 CANM0000182533
CANH0000869578 CANH0000511979 CANM0000155263
CANM0000155263 00000000000000 00000000000000
CANH0000511979 00000000000000 00000000000000
CANH0002314992 00000000000000 00000000000000
ESPH1703551142 ESPH1703029199 USAM0132816001
ESPH1703029199 FRAH3512525247 FRAM2921632635
FRAM2921632635 FRAH4298000749 FRAM5694028588
FRAH4298000749 FRAH4296002846 USAM0002193611
USAM0002193611 USAH0013757685 USAM0001964484
USAH0013757685 USAH0012992112 USAM0001879149
USAH0012992112 USAH0011357889 USAM0001650414
USAH0011357889 USAH0010616513 USAM0001667366
USAH0010616513 USAH0008259374 USAM0001665634
USAH0008259374 USAH0005290660 USAM0001515512
USAM0001515512 USAH0005865075 USAM0001458744
USAH0005865075 USAH0004381920 USAM0001244845
USAH0004381920 USAH0003704966 USAM0001113350
USAH0003704966 USAH0003100765 USAM0000825106
USAM0000825106 00000000000000 00000000000000
USAH0003100765 00000000000000 00000000000000
USAH0005290660 USAH0004774167 USAM0001387395
USAM0001387395 USAH0003737492 USAM0001292625
USAM0001292625 USAH0003285314 USAM0001075789
USAM0001075789 00000000000000 00000000000000
USAH0003285314 USAH0002785397 USAM0000993516
USAM0000993516 00000000000000 00000000000000
USAH0002785397 00000000000000 00000000000000
USAH0003737492 USAH0003319929 USAM0000969852
USAM0000969852 00000000000000 00000000000000
USAH0003319929 00000000000000 00000000000000
USAH0004774167 USAH0004683205 USAM0000954677
USAM0000954677 00000000000000 00000000000000
USAH0004683205 00000000000000 00000000000000
FRAH4296002846 FRAH4294002642 FRAM2989026154
FRAH4294002642 FRAH5191001046 FRAM3588001281
FRAH5191001046 USAH0012222399 USAM0001964484
USAH0012222399 USAH0010912971 USAM0001682485
USAH0010912971 USAH0009358222 USAM0001650414
USAH0009358222 USAH0008065355 USAM0001491007
USAH0008065355 USAH0007418132 USAM0001458744
USAH0007418132 USAH0006143742 USAM0001316533
USAH0006143742 USAH0005521445 USAM0001434469
USAM0001434469 USAH0004726062 USAM0001347153
USAM0001347153 USAH0003589452 USAM0000998194
USAH0003589452 00000000000000 00000000000000
USAH0004726062 USAH0003589452 USAM0001174679
USAM0001174679 USAH0002266626 USAM0000923749
USAH0002266626 00000000000000 00000000000000
USAH0005521445 USAH0003647390 USAM0001326625
USAM0001326625 USAH0003497959 USAM0001257834
